"date";"code";"nom";"cas";"deces";"guerisons";"source"
"2020-07-20";"P5";"allemagne";"203325";"9094";"188070";"Robert Koch Institute"
"2020-07-21";"P5";"allemagne";"203717";"9099";"188221";"Robert Koch Institute"
"2020-07-22";"P5";"allemagne";"204276";"9102";"188628";"Robert Koch Institute"
"2020-07-23";"P5";"allemagne";"204881";"9110";"189140";"Robert Koch Institute"
"2020-07-24";"P5";"allemagne";"205623";"9120";"189696";"Robert Koch Institute"
"2020-07-25";"P5";"allemagne";"206278";"9124";"189919";"Robert Koch Institute"
"2020-07-26";"P5";"allemagne";"206667";"9124";"190055";"Robert Koch Institute"
"2020-07-27";"P5";"allemagne";"207112";"9125";"190314";"Robert Koch Institute"
"2020-07-28";"P5";"allemagne";"207707";"9131";"190711";"Robert Koch Institute"
"2020-07-29";"P5";"allemagne";"208546";"9135";"191279";"Robert Koch Institute"
"2020-07-30";"P5";"allemagne";"209535";"9144";"191551";"Robert Koch Institute"
"2020-07-31";"P5";"allemagne";"210399";"9147";"191992";"Robert Koch Institute"
"2020-08-01";"P5";"allemagne";"211005";"9154";"192636";"Robert Koch Institute"
"2020-08-02";"P5";"allemagne";"211220";"9154";"192908";"Robert Koch Institute"
"2020-08-03";"P5";"allemagne";"212111";"9154";"193594";"Robert Koch Institute"
"2020-08-04";"P5";"allemagne";"212828";"9163";"194173";"Robert Koch Institute"
"2020-08-05";"P5";"allemagne";"214113";"9179";"194568";"Robert Koch Institute"
"2020-08-06";"P5";"allemagne";"215039";"9181";"195281";"Robert Koch Institute"
"2020-08-07";"P5";"allemagne";"216196";"9195";"195935";"Robert Koch Institute"
"2020-08-08";"P5";"allemagne";"216903";"9201";"196550";"Robert Koch Institute"
"2020-08-09";"P5";"allemagne";"217288";"9202";"196783";"Robert Koch Institute"
"2020-08-10";"P5";"allemagne";"218508";"9203";"197382";"Robert Koch Institute"
"2020-08-11";"P5";"allemagne";"219540";"9208";"198347";"Robert Koch Institute"
"2020-08-12";"P5";"allemagne";"220859";"9213";"198991";"Robert Koch Institute"
"2020-08-13";"P5";"allemagne";"222281";"9217";"199654";"Robert Koch Institute"
"2020-08-14";"P5";"allemagne";"223791";"9230";"200440";"Robert Koch Institute"
"2020-08-15";"P5";"allemagne";"224488";"9235";"200756";"Robert Koch Institute"
"2020-08-16";"P5";"allemagne";"225007";"9235";"201187";"Robert Koch Institute"
"2020-08-17";"P5";"allemagne";"226700";"9236";"202249";"Robert Koch Institute"
"2020-08-18";"P5";"allemagne";"228120";"9241";"203677";"Robert Koch Institute"
"2020-08-19";"P5";"allemagne";"229706";"9249";"204454";"Robert Koch Institute"
"2020-08-20";"P5";"allemagne";"231292";"9263";"205359";"Robert Koch Institute"
"2020-08-21";"P5";"allemagne";"233029";"9266";"206656";"Robert Koch Institute"
"2020-08-22";"P5";"allemagne";"233861";"9272";"207606";"Robert Koch Institute"
"2020-08-23";"P5";"allemagne";"234494";"9275";"207985";"Robert Koch Institute"
"2020-08-24";"P5";"allemagne";"236122";"9276";"208653";"Robert Koch Institute"
"2020-08-25";"P5";"allemagne";"237583";"9281";"210333";"Robert Koch Institute"
"2020-08-26";"P5";"allemagne";"239010";"9285";"211691";"Robert Koch Institute"
"2020-08-27";"P5";"allemagne";"240571";"9290";"212909";"Robert Koch Institute"
"2020-08-28";"P5";"allemagne";"242126";"9290";"214186";"Robert Koch Institute"
"2020-08-29";"P5";"allemagne";"242835";"9299";"214790";"Robert Koch Institute"
"2020-08-30";"P5";"allemagne";"243305";"9300";"215283";"Robert Koch Institute"
"2020-08-31";"P5";"allemagne";"244802";"9303";"216795";"Robert Koch Institute"
"2020-09-01";"P5";"allemagne";"246015";"9307";"218403";"Robert Koch Institute"
"2020-09-02";"P5";"allemagne";"247411";"9322";"219904";"Robert Koch Institute"
"2020-09-03";"P5";"allemagne";"248840";"9322";"221525";"Robert Koch Institute"
"2020-09-04";"P5";"allemagne";"250283";"9327";"222802";"Robert Koch Institute"
"2020-09-05";"P5";"allemagne";"251058";"9329";"223570";"Robert Koch Institute"
"2020-09-06";"P5";"allemagne";"251728";"9330";"224215";"Robert Koch Institute"
"2020-09-07";"P5";"allemagne";"253626";"9331";"225704";"Robert Koch Institute"
"2020-09-08";"P5";"allemagne";"254957";"9336";"227379";"Robert Koch Institute"
"2020-09-09";"P5";"allemagne";"256433";"9342";"228784";"Robert Koch Institute"
"2020-09-10";"P5";"allemagne";"258149";"9345";"230283";"Robert Koch Institute"
"2020-09-11";"P5";"allemagne";"259735";"9348";"231349";"Robert Koch Institute"
"2020-09-12";"P5";"allemagne";"260817";"9352";"231953";"Robert Koch Institute"
"2020-09-13";"P5";"allemagne";"261737";"9354";"232541";"Robert Koch Institute"
"2020-09-14";"P5";"allemagne";"263222";"9356";"234017";"Robert Koch Institute"
"2020-09-15";"P5";"allemagne";"265014";"9367";"235112";"Robert Koch Institute"
"2020-09-16";"P5";"allemagne";"266869";"9373";"236623";"Robert Koch Institute"
"2020-09-17";"P5";"allemagne";"269048";"9376";"238437";"Robert Koch Institute"
"2020-09-18";"P5";"allemagne";"271247";"9386";"239654";"Robert Koch Institute"
"2020-09-19";"P5";"allemagne";"272932";"9388";"240510";"Robert Koch Institute"
"2020-09-20";"P5";"allemagne";"273965";"9390";"241192";"Robert Koch Institute"
"2020-09-21";"P5";"allemagne";"275560";"9390";"242656";"Robert Koch Institute"
"2020-09-22";"P5";"allemagne";"277412";"9405";"244693";"Robert Koch Institute"
"2020-09-23";"P5";"allemagne";"279025";"9423";"245706";"Robert Koch Institute"
"2020-09-24";"P5";"allemagne";"281346";"9436";"247766";"Robert Koch Institute"
"2020-09-25";"P5";"allemagne";"283712";"9451";"249164";"Robert Koch Institute"
"2020-09-26";"P5";"allemagne";"285026";"9459";"250104";"Robert Koch Institute"
"2020-09-27";"P5";"allemagne";"286339";"9464";"250866";"Robert Koch Institute"
"2020-09-28";"P5";"allemagne";"288631";"9468";"252693";"Robert Koch Institute"
"2020-09-29";"P5";"allemagne";"290471";"9483";"255212";"Robert Koch Institute"
"2020-09-30";"P5";"allemagne";"292913";"9495";"256861";"Robert Koch Institute"
"2020-10-01";"P5";"allemagne";"295539";"9509";"258220";"Robert Koch Institute"
"2020-10-02";"P5";"allemagne";"298374";"9518";"259722";"Robert Koch Institute"
"2020-10-03";"P5";"allemagne";"300027";"9531";"260916";"Robert Koch Institute"
"2020-10-04";"P5";"allemagne";"301573";"9533";"262002";"Robert Koch Institute"
"2020-10-05";"P5";"allemagne";"304673";"9554";"265624";"Robert Koch Institute"
"2020-10-06";"P5";"allemagne";"307127";"9566";"267747";"Robert Koch Institute"
"2020-10-07";"P5";"allemagne";"311137";"9582";"269722";"Robert Koch Institute"
"2020-10-08";"P5";"allemagne";"315941";"9545";"271960";"Robert Koch Institute"
"2020-10-09";"P5";"allemagne";"320495";"9599";"273718";"Robert Koch Institute"
"2020-10-10";"P5";"allemagne";"323463";"9620";"274934";"Robert Koch Institute"
"2020-10-11";"P5";"allemagne";"326309";"9626";"276983";"Robert Koch Institute"
"2020-10-12";"P5";"allemagne";"332850";"9640";"278391";"Robert Koch Institute"
"2020-10-13";"P5";"allemagne";"337314";"9682";"280533";"Robert Koch Institute"
"2020-10-14";"P5";"allemagne";"344487";"9716";"283656";"Robert Koch Institute"
"2020-10-15";"P5";"allemagne";"352107";"9739";"286137";"Robert Koch Institute"
"2020-10-16";"P5";"allemagne";"359802";"9773";"289027";"Robert Koch Institute"
"2020-10-17";"P5";"allemagne";"364664";"9785";"291129";"Robert Koch Institute"
"2020-10-18";"P5";"allemagne";"368671";"9798";"293447";"Robert Koch Institute"
"2020-10-19";"P5";"allemagne";"377068";"9842";"296672";"Robert Koch Institute"
"2020-10-20";"P5";"allemagne";"385591";"9882";"299743";"Robert Koch Institute"
"2020-10-21";"P5";"allemagne";"397922";"9911";"304173";"Robert Koch Institute"
"2020-10-22";"P5";"allemagne";"403874";"9960";"308779";"Robert Koch Institute"
"2020-10-23";"P5";"allemagne";"426110";"10008";"312347";"Robert Koch Institute"
"2020-10-24";"P5";"allemagne";"434798";"10035";"316124";"Robert Koch Institute"
"2020-10-25";"P5";"allemagne";"437698";"10062";"320004";"Robert Koch Institute"
"2020-10-26";"P5";"allemagne";"450258";"10091";"325052";"Robert Koch Institute"
"2020-10-27";"P5";"allemagne";"463419";"10121";"327697";"Robert Koch Institute"
"2020-10-28";"P5";"allemagne";"486972";"10259";"336764";"Robert Koch Institute"
"2020-10-29";"P5";"allemagne";"498354";"10305";"340436";"Robert Koch Institute"
"2020-10-30";"P5";"allemagne";"517736";"10391";"351921";"Robert Koch Institute"
"2020-10-31";"P5";"allemagne";"531790";"10483";"356410";"Robert Koch Institute"
"2020-11-01";"P5";"allemagne";"552060";"10541";"363545";"Robert Koch Institute"
"2020-11-02";"P5";"allemagne";"569598";"10669";"372499";"Robert Koch Institute"
"2020-11-03";"P5";"allemagne";"577131";"10717";"373391";"Robert Koch Institute"
"2020-11-04";"P5";"allemagne";"608611";"10949";"384012";"Robert Koch Institute"
"2020-11-05";"P5";"allemagne";"631172";"11110";"394616";"Robert Koch Institute"
"2020-11-06";"P5";"allemagne";"653992";"11240";"405809";"Robert Koch Institute"
"2020-11-07";"P5";"allemagne";"668114";"11306";"413484";"Robert Koch Institute"
"2020-11-08";"P5";"allemagne";"682624";"11372";"421151";"Robert Koch Institute"
"2020-11-09";"P5";"allemagne";"689146";"11408";"443621";"Robert Koch Institute"
"2020-11-10";"P5";"allemagne";"715693";"11781";"446402";"Robert Koch Institute"
"2020-11-11";"P5";"allemagne";"738094";"11994";"460504";"Robert Koch Institute"
"2020-11-12";"P5";"allemagne";"762832";"12216";"474208";"Robert Koch Institute"
"2020-11-13";"P5";"allemagne";"785093";"12404";"487913";"Robert Koch Institute"
"2020-11-14";"P5";"allemagne";"799733";"12511";"498996";"Robert Koch Institute"
"2020-11-15";"P5";"allemagne";"802946";"12573";"505714";"Robert Koch Institute"
"2020-11-16";"P5";"allemagne";"817526";"12833";"522313";"Robert Koch Institute"
"2020-11-17";"P5";"allemagne";"843757";"13138";"537347";"Robert Koch Institute"
"2020-11-18";"P5";"allemagne";"867484";"13390";"554272";"Robert Koch Institute"
"2020-11-19";"P5";"allemagne";"891525";"13662";"570961";"Robert Koch Institute"
"2020-11-20";"P5";"allemagne";"914118";"13918";"587780";"Robert Koch Institute"
"2020-11-21";"P5";"allemagne";"927990";"14061";"600991";"Robert Koch Institute"
"2020-11-22";"P5";"allemagne";"932367";"14159";"611627";"Robert Koch Institute"
"2020-11-23";"P5";"allemagne";"946822";"14460";"630375";"Robert Koch Institute"
"2020-11-24";"P5";"allemagne";"963192";"14832";"649070";"Robert Koch Institute"
"2020-11-25";"P5";"allemagne";"995879";"15210";"666373";"Robert Koch Institute"
"2020-11-26";"P5";"allemagne";"1017830";"15640";"685537";"Robert Koch Institute"
"2020-11-27";"P5";"allemagne";"1038649";"16011";"705213";"Robert Koch Institute"
"2020-11-28";"P5";"allemagne";"1052494";"16181";"718604";"Robert Koch Institute"
"2020-11-29";"P5";"allemagne";"1055691";"16306";"730797";"Robert Koch Institute"
"2020-11-30";"P5";"allemagne";"1069912";"16694";"749219";"Robert Koch Institute"
"2020-12-01";"P5";"allemagne";"1094678";"17177";"769380";"Robert Koch Institute"
"2020-12-02";"P5";"allemagne";"1117953";"17659";"789564";"Robert Koch Institute"
"2020-12-03";"P5";"allemagne";"1141544";"18097";"811091";"Robert Koch Institute"
"2020-12-04";"P5";"allemagne";"1157514";"18577";"831935";"Robert Koch Institute"
"2020-12-05";"P5";"allemagne";"1183640";"18839";"852580";"Robert Koch Institute"
"2020-12-06";"P5";"allemagne";"1194550";"18989";"868285";"Robert Koch Institute"
"2020-12-07";"P5";"allemagne";"1200006";"19434";"888701";"Robert Koch Institute"
"2020-12-08";"P5";"allemagne";"1229269";"20002";"909058";"Robert Koch Institute"
"2020-12-09";"P5";"allemagne";"1254358";"20460";"929272";"Robert Koch Institute"
"2020-12-10";"P5";"allemagne";"1287092";"21064";"949913";"Robert Koch Institute"
"2020-12-11";"P5";"allemagne";"1314309";"21567";"966238";"Robert Koch Institute"
"2020-12-12";"P5";"allemagne";"1336101";"21900";"975931";"Robert Koch Institute"
"2020-12-13";"P5";"allemagne";"1350810";"22106";"990707";"Robert Koch Institute"
"2020-12-14";"P5";"allemagne";"1357261";"22634";"1012077";"Robert Koch Institute"
"2020-12-15";"P5";"allemagne";"1391086";"23544";"1031721";"Robert Koch Institute"
"2020-12-16";"P5";"allemagne";"1423830";"24273";"1056477";"Robert Koch Institute"
"2020-12-17";"P5";"allemagne";"1454009";"25027";"1078944";"Robert Koch Institute"
"2020-12-18";"P5";"allemagne";"1486839";"25754";"1095982";"Robert Koch Institute"
"2020-12-19";"P5";"allemagne";"1508518";"26171";"1107115";"Robert Koch Institute"
"2020-12-20";"P5";"allemagne";"1514962";"26400";"1123725";"Robert Koch Institute"
"2020-12-21";"P5";"allemagne";"1534218";"27110";"1147943";"Robert Koch Institute"
"2020-12-22";"P5";"allemagne";"1570371";"28096";"1171444";"Robert Koch Institute"
"2020-12-23";"P5";"allemagne";"1604129";"28909";"1197472";"Robert Koch Institute"
"2020-12-24";"P5";"allemagne";"1630596";"29330";"1220277";"Robert Koch Institute"
"2020-12-25";"P5";"allemagne";"1632736";"29580";"1235968";"Robert Koch Institute"
"2020-12-26";"P5";"allemagne";"1646240";"29946";"1253285";"Robert Koch Institute"
"2020-12-27";"P5";"allemagne";"1658639";"30297";"1272032";"Robert Koch Institute"
"2020-12-28";"P5";"allemagne";"1672643";"31145";"1294932";"Robert Koch Institute"
"2020-12-29";"P5";"allemagne";"1692109";"32267";"1319757";"Robert Koch Institute"
"2020-12-30";"P5";"allemagne";"1741153";"33230";"1345952";"Robert Koch Institute"
"2020-12-31";"P5";"allemagne";"1760520";"33791";"1350708";"Robert Koch Institute"
"2021-01-01";"P5";"allemagne";"1762637";"34145";"1388744";"Robert Koch Institute"
"2021-01-02";"P5";"allemagne";"1773540";"34480";"1400810";"Robert Koch Institute"
"2021-01-03";"P5";"allemagne";"1783896";"34791";"1422151";"Robert Koch Institute"
"2021-01-04";"P5";"allemagne";"1796216";"35748";"1445442";"Robert Koch Institute"
"2021-01-05";"P5";"allemagne";"1814565";"36757";"1472311";"Robert Koch Institute"
"2021-01-06";"P5";"allemagne";"1841228";"37835";"1496182";"Robert Koch Institute"
"2021-01-07";"P5";"allemagne";"1886561";"38987";"1517019";"Robert Koch Institute"
"2021-01-08";"P5";"allemagne";"1905638";"40022";"1533143";"Robert Koch Institute"
"2021-01-09";"P5";"allemagne";"1928462";"40597";"1546206";"Robert Koch Institute"
"2021-01-10";"P5";"allemagne";"1929410";"40936";"1566907";"Robert Koch Institute"
"2021-01-11";"P5";"allemagne";"1941116";"41799";"1590171";"Robert Koch Institute"
"2021-01-12";"P5";"allemagne";"1968326";"42889";"1616761";"Robert Koch Institute"
"2021-01-13";"P5";"allemagne";"1993892";"44096";"1640682";"Robert Koch Institute"
"2021-01-14";"P5";"allemagne";"2015235";"45207";"1661394";"Robert Koch Institute"
"2021-01-15";"P5";"allemagne";"2023828";"45705";"1664176";"Robert Koch Institute"
"2021-01-16";"P5";"allemagne";"2038645";"46464";"1680479";"Robert Koch Institute"
"2021-01-17";"P5";"allemagne";"2050129";"46901";"1709540";"Robert Koch Institute"
"2021-01-18";"P5";"allemagne";"2059382";"47263";"1713196";"Robert Koch Institute"
"2021-01-19";"P5";"allemagne";"2071615";"48997";"1757713";"Robert Koch Institute"
"2021-01-20";"P5";"allemagne";"2100618";"50010";"1778319";"Robert Koch Institute"
"2021-01-21";"P5";"allemagne";"2108895";"50876";"1797648";"Robert Koch Institute"
"2021-01-22";"P5";"allemagne";"2125261";"51713";"1813894";"Robert Koch Institute"
"2021-01-23";"P5";"allemagne";"2137691";"51873";"1826161";"Robert Koch Institute"
"2021-01-24";"P5";"allemagne";"2147769";"52296";"1840970";"Robert Koch Institute"
"2021-01-25";"P5";"allemagne";"2154656";"53127";"1859936";"Robert Koch Institute"
"2021-01-26";"P5";"allemagne";"2164043";"53619";"1881933";"Robert Koch Institute"
"2021-01-27";"P5";"allemagne";"2179679";"54498";"2043773";"Robert Koch Institute"
"2021-01-28";"P5";"allemagne";"2194562";"55883";"1915501";"Robert Koch Institute"
"2021-01-29";"P5";"allemagne";"2207393";"56286";"1917964";"Robert Koch Institute"
"2021-01-30";"P5";"allemagne";"2224911";"57105";"1938929";"Robert Koch Institute"
"2021-01-31";"P5";"allemagne";"2225659";"57163";"1940046";"Robert Koch Institute"
"2021-02-01";"P5";"allemagne";"2232327";"58059";"1967132";"Robert Koch Institute"
"2021-02-02";"P5";"allemagne";"2240017";"58992";"1986214";"Robert Koch Institute"
"2021-02-03";"P5";"allemagne";"2252504";"59776";"2003831";"Robert Koch Institute"
"2021-02-04";"P5";"allemagne";"2265536";"60634";"2020303";"Robert Koch Institute"
"2021-02-05";"P5";"allemagne";"2276371";"61324";"2033168";"Robert Koch Institute"
"2021-02-06";"P5";"allemagne";"2285003";"61551";"2041988";"Robert Koch Institute"
"2021-02-07";"P5";"allemagne";"2291673";"61708";"2052656";"Robert Koch Institute"
"2021-02-08";"P5";"allemagne";"2296323";"62191";"2054340";"Robert Koch Institute"
"2021-02-09";"P5";"allemagne";"2302051";"63006";"2081966";"Robert Koch Institute"
"2021-02-10";"P5";"allemagne";"2311297";"63672";"2096775";"Robert Koch Institute"
"2021-02-11";"P5";"allemagne";"2321225";"64224";"2109508";"Robert Koch Institute"
"2021-02-12";"P5";"allemagne";"2330422";"64771";"2120342";"Robert Koch Institute"
"2021-02-13";"P5";"allemagne";"2336906";"64990";"2128002";"Robert Koch Institute"
"2021-02-14";"P5";"allemagne";"2341744";"65107";"2136933";"Robert Koch Institute"
"2021-02-15";"P5";"allemagne";"2346876";"65288";"2148269";"Robert Koch Institute"
"2021-02-16";"P5";"allemagne";"2352766";"65829";"2161100";"Robert Koch Institute"
"2021-02-17";"P5";"allemagne";"2362364";"66732";"2172312";"Robert Koch Institute"
"2021-02-18";"P5";"allemagne";"2372209";"67245";"2182370";"Robert Koch Institute"
"2021-02-19";"P5";"allemagne";"2381259";"67741";"2191208";"Robert Koch Institute"
"2021-02-20";"P5";"allemagne";"2388421";"67883";"2197065";"Robert Koch Institute"
"2021-02-21";"P5";"allemagne";"2394515";"67946";"2204110";"Robert Koch Institute"
"2021-02-22";"P5";"allemagne";"2399499";"68363";"2212439";"Robert Koch Institute"
"2021-02-23";"P5";"allemagne";"2405263";"68785";"2221972";"Robert Koch Institute"
"2021-02-24";"P5";"allemagne";"2416037";"69170";"2231073";"Robert Koch Institute"
"2021-02-25";"P5";"allemagne";"2427069";"69343";"2232050";"Robert Koch Institute"
"2021-02-26";"P5";"allemagne";"2436506";"69939";"2247173";"Robert Koch Institute"
"2021-02-27";"P5";"allemagne";"2444177";"70092";"2252970";"Robert Koch Institute"
"2021-02-28";"P5";"allemagne";"2450295";"70152";"2259548";"Robert Koch Institute"
"2021-03-01";"P5";"allemagne";"2455569";"70514";"2260719";"Robert Koch Institute"
"2021-03-02";"P5";"allemagne";"2462061";"70926";"2277626";"Robert Koch Institute"
"2021-03-03";"P5";"allemagne";"2472913";"71285";"2286728";"Robert Koch Institute"
"2021-03-04";"P5";"allemagne";"2484306";"71554";"2295405";"Robert Koch Institute"
"2021-03-05";"P5";"allemagne";"2493887";"71852";"2302899";"Robert Koch Institute"
"2021-03-06";"P5";"allemagne";"2502151";"71951";"2308094";"Robert Koch Institute"
"2021-03-07";"P5";"allemagne";"2508655";"71984";"2314400";"Robert Koch Institute"
"2021-03-08";"P5";"allemagne";"2513784";"72236";"2322734";"Robert Koch Institute"
"2021-03-09";"P5";"allemagne";"2520618";"72534";"2331890";"Robert Koch Institute"
"2021-03-10";"P5";"allemagne";"2541781";"72858";"2340473";"Robert Koch Institute"
"2021-03-11";"P5";"allemagne";"2546526";"73120";"2349384";"Robert Koch Institute"
"2021-03-12";"P5";"allemagne";"2559296";"73348";"2356590";"Robert Koch Institute"
"2021-03-13";"P5";"allemagne";"2569864";"73369";"2357374";"Robert Koch Institute"
"2021-03-14";"P5";"allemagne";"2578842";"73463";"2368995";"Robert Koch Institute"
"2021-03-15";"P5";"allemagne";"2585385";"73701";"2377584";"Robert Koch Institute"
"2021-03-16";"P5";"allemagne";"2603064";"73952";"2387232";"Robert Koch Institute"
"2021-03-17";"P5";"allemagne";"2610769";"74043";"2387743";"Robert Koch Institute"
"2021-03-18";"P5";"allemagne";"2639258";"74402";"2405600";"Robert Koch Institute"
"2021-03-19";"P5";"allemagne";"2654734";"74608";"2413584";"Robert Koch Institute"
"2021-03-20";"P5";"allemagne";"2669233";"74706";"2419292";"Robert Koch Institute"
"2021-03-21";"P5";"allemagne";"2670001";"74756";"2426700";"Robert Koch Institute"
"2021-03-22";"P5";"allemagne";"2678262";"75009";"2437183";"Robert Koch Institute"
"2021-03-23";"P5";"allemagne";"2699231";"75255";"2448828";"Robert Koch Institute"
"2021-03-24";"P5";"allemagne";"2722988";"75484";"2460019";"Robert Koch Institute"
"2021-03-25";"P5";"allemagne";"2744608";"75669";"2471558";"Robert Koch Institute"
"2021-03-26";"P5";"allemagne";"2765297";"75828";"2481908";"Robert Koch Institute"
"2021-03-27";"P5";"allemagne";"2782925";"75915";"2489198";"Robert Koch Institute"
"2021-03-28";"P5";"allemagne";"2784652";"75959";"2499010";"Robert Koch Institute"
"2021-03-29";"P5";"allemagne";"2794949";"76139";"2511417";"Robert Koch Institute"
"2021-03-30";"P5";"allemagne";"2818630";"76389";"2525580";"Robert Koch Institute"
"2021-03-31";"P5";"allemagne";"2843644";"76589";"2539660";"Robert Koch Institute"
"2021-04-01";"P5";"allemagne";"2866323";"76823";"2552020";"Robert Koch Institute"
"2021-04-02";"P5";"allemagne";"2882356";"76940";"2566530";"Robert Koch Institute"
"2021-04-03";"P5";"allemagne";"2886029";"77010";"2575740";"Robert Koch Institute"
"2021-04-04";"P5";"allemagne";"2896329";"77060";"2585850";"Robert Koch Institute"
"2021-04-05";"P5";"allemagne";"2902309";"77136";"2587580";"Robert Koch Institute"
"2021-04-06";"P5";"allemagne";"2909902";"77245";"2604890";"Robert Koch Institute"
"2021-04-07";"P5";"allemagne";"2940279";"77755";"2638320";"Robert Koch Institute"
"2021-04-08";"P5";"allemagne";"2966789";"78049";"2640300";"Robert Koch Institute"
"2021-04-09";"P5";"allemagne";"2990724";"78295";"2654930";"Robert Koch Institute"
"2021-04-10";"P5";"allemagne";"3009452";"78402";"2668910";"Robert Koch Institute"
"2021-04-11";"P5";"allemagne";"3012158";"78500";"2692230";"Robert Koch Institute"
"2021-04-12";"P5";"allemagne";"3024604";"78796";"2708320";"Robert Koch Institute"
"2021-04-13";"P5";"allemagne";"3054025";"79137";"2726910";"Robert Koch Institute"
"2021-04-14";"P5";"allemagne";"3085142";"79427";"2744940";"Robert Koch Institute"
"2021-04-15";"P5";"allemagne";"3110252";"79672";"2747460";"Robert Koch Institute"
"2021-04-16";"P5";"allemagne";"3134108";"79894";"2763260";"Robert Koch Institute"
"2021-04-17";"P5";"allemagne";"3154305";"79971";"2784540";"Robert Koch Institute"
"2021-04-18";"P5";"allemagne";"3155522";"80052";"2795080";"Robert Koch Institute"
"2021-04-19";"P5";"allemagne";"3167137";"80353";"2811890";"Robert Koch Institute"
"2021-04-20";"P5";"allemagne";"3198534";"80680";"2831440";"Robert Koch Institute"
"2021-04-21";"P5";"allemagne";"3222888";"80938";"2852890";"Robert Koch Institute"
"2021-04-22";"P5";"allemagne";"3254609";"81203";"2856510";"Robert Koch Institute"
"2021-04-23";"P5";"allemagne";"3276871";"81492";"2876690";"Robert Koch Institute"
"2021-04-24";"P5";"allemagne";"3291293";"81610";"2902900";"Robert Koch Institute"
"2021-04-25";"P5";"allemagne";"3306692";"81671";"2917730";"Robert Koch Institute"
"2021-04-26";"P5";"allemagne";"3312653";"82009";"2939900";"Robert Koch Institute"
"2021-04-27";"P5";"allemagne";"3338564";"82325";"2960900";"Robert Koch Institute"
"2021-04-28";"P5";"allemagne";"3366827";"82588";"2966590";"Robert Koch Institute"
"2021-04-29";"P5";"allemagne";"3391039";"82865";"2987910";"Robert Koch Institute"
"2021-04-30";"P5";"allemagne";"3405365";"83097";"3008640";"Robert Koch Institute"
"2021-05-01";"P5";"allemagne";"3423900";"83207";"3025120";"Robert Koch Institute"
"2021-05-02";"P5";"allemagne";"3432676";"83292";"3051730";"Robert Koch Institute"
"2021-05-03";"P5";"allemagne";"3438186";"83605";"3053770";"Robert Koch Institute"
"2021-05-04";"P5";"allemagne";"3462297";"83890";"3075230";"Robert Koch Institute"
"2021-05-05";"P5";"allemagne";"3484755";"84141";"3118660";"Robert Koch Institute"
"2021-05-06";"P5";"allemagne";"3502672";"84425";"3140330";"Robert Koch Institute"
"2021-05-07";"P5";"allemagne";"3517762";"84659";"3142640";"Robert Koch Institute"
"2021-05-08";"P5";"allemagne";"3530887";"84789";"3160630";"Robert Koch Institute"
"2021-05-09";"P5";"allemagne";"3530887";"84844";"3187100";"Robert Koch Institute"
"2021-05-10";"P5";"allemagne";"3538208";"85118";"3188710";"Robert Koch Institute"
"2021-05-11";"P5";"allemagne";"3557904";"85385";"3231090";"Robert Koch Institute"
"2021-05-12";"P5";"allemagne";"3564494";"85451";"3233630";"Robert Koch Institute"
"2021-05-13";"P5";"allemagne";"3578125";"85853";"3268190";"Robert Koch Institute"
"2021-05-14";"P5";"allemagne";"3588502";"86030";"3284300";"Robert Koch Institute"
"2021-05-15";"P5";"allemagne";"3595872";"86100";"3292700";"Robert Koch Institute"
"2021-05-16";"P5";"allemagne";"3602939";"86166";"3306260";"Robert Koch Institute"
"2021-05-17";"P5";"allemagne";"3608320";"86386";"3323190";"Robert Koch Institute"
"2021-05-18";"P5";"allemagne";"3615896";"86671";"3342350";"Robert Koch Institute"
"2021-05-19";"P5";"allemagne";"3627777";"86908";"3359530";"Robert Koch Institute"
"2021-05-20";"P5";"allemagne";"3638504";"87135";"3376100";"Robert Koch Institute"
"2021-05-21";"P5";"allemagne";"3646600";"87303";"3390400";"Robert Koch Institute"
"2021-05-22";"P5";"allemagne";"3653019";"87385";"3398700";"Robert Koch Institute"
"2021-05-23";"P5";"allemagne";"3657662";"87429";"3410040";"Robert Koch Institute"
"2021-05-24";"P5";"allemagne";"3659990";"87461";"3425380";"Robert Koch Institute"
"2021-05-25";"P5";"allemagne";"3662568";"87733";"3439570";"Robert Koch Institute"
"2021-05-26";"P5";"allemagne";"3667041";"88000";"3452290";"Robert Koch Institute"
"2021-05-27";"P5";"allemagne";"3673990";"88192";"3463130";"Robert Koch Institute"
"2021-05-28";"P5";"allemagne";"3680159";"88360";"3472650";"Robert Koch Institute"
"2021-05-29";"P5";"allemagne";"3684672";"88413";"3479700";"Robert Koch Institute"
"2021-05-30";"P5";"allemagne";"3687715";"88431";"3487850";"Robert Koch Institute"
"2021-05-31";"P5";"allemagne";"3689921";"88601";"3498580";"Robert Koch Institute"
"2021-06-01";"P5";"allemagne";"3692908";"88781";"3509660";"Robert Koch Institute"
"2021-06-02";"P5";"allemagne";"3698004";"88945";"3518860";"Robert Koch Institute"
"2021-06-03";"P5";"allemagne";"3701692";"89031";"3526110";"Robert Koch Institute"
"2021-06-04";"P5";"allemagne";"3704685";"89152";"3533860";"Robert Koch Institute"
"2021-06-05";"P5";"allemagne";"3706934";"89228";"3538290";"Robert Koch Institute"
"2021-06-06";"P5";"allemagne";"3708898";"89249";"3542000";"Robert Koch Institute"
"2021-06-07";"P5";"allemagne";"3710342";"89390";"3549820";"Robert Koch Institute"
