"date";"code";"nom";"cas";"deces";"guerisons";"source"
"2020-11-08";"P10";"usa";"9968155";"237570";"3881491";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-09";"P10";"usa";"10111077";"238256";"3928845";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-10";"P10";"usa";"10252129";"239671";"3961873";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-11";"P10";"usa";"10400227";"241798";"3997175";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-12";"P10";"usa";"10552821";"242423";"4051256";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-13";"P10";"usa";"10737335";"244332";"4095146";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-14";"P10";"usa";"10903890";"245598";"4148444";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-15";"P10";"usa";"11036935";"246214";"4174884";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-16";"P10";"usa";"11202980";"247202";"4244811";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-17";"P10";"usa";"11357322";"248672";"4293640";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-18";"P10";"usa";"11527483";"250520";"4350789";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-19";"P10";"usa";"11715316";"252535";"4410709";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-20";"P10";"usa";"11910858";"254413";"4457930";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-21";"P10";"usa";"12088410";"255861";"4529700";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-22";"P10";"usa";"12246849";"256782";"4526513";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-23";"P10";"usa";"12416039";"257671";"4633600";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-24";"P10";"usa";"12591163";"259925";"4696664";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-25";"P10";"usa";"12772653";"262222";"4835956";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-26";"P10";"usa";"12883264";"263454";"4871203";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-27";"P10";"usa";"13088821";"264858";"4947446";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-28";"P10";"usa";"13244417";"266047";"5023063";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-29";"P10";"usa";"13383320";"266873";"5065030";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-11-30";"P10";"usa";"13541221";"268045";"5146319";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-01";"P10";"usa";"13721304";"270642";"5226581";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-02";"P10";"usa";"13921374";"273799";"5322128";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-03";"P10";"usa";"14139577";"276325";"5404018";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-04";"P10";"usa";"14367462";"278932";"5470389";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-05";"P10";"usa";"14581337";"281186";"5576026";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-06";"P10";"usa";"14757000";"282299";"5624444";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-07";"P10";"usa";"14949299";"283703";"5714557";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-08";"P10";"usa";"15164885";"286237";"5786915";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-09";"P10";"usa";"15386562";"289373";"5889896";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-10";"P10";"usa";"15611014";"292141";"5985047";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-11";"P10";"usa";"15842789";"295450";"6135314";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-12";"P10";"usa";"16062299";"297818";"6246605";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-13";"P10";"usa";"16253219";"299168";"6298082";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-14";"P10";"usa";"16519462";"300479";"6399531";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-15";"P10";"usa";"16716777";"303773";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-16";"P10";"usa";"16964180";"307429";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-17";"P10";"usa";"17206647";"310699";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-18";"P10";"usa";"17459296";"313588";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-19";"P10";"usa";"17655591";"316159";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-20";"P10";"usa";"17844690";"317668";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-21";"P10";"usa";"18035209";"319364";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-22";"P10";"usa";"18230242";"322765";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-23";"P10";"usa";"18458373";"326124";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-24";"P10";"usa";"18650454";"329023";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-25";"P10";"usa";"18756360";"330246";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-26";"P10";"usa";"18982634";"331909";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-27";"P10";"usa";"19132726";"333118";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-28";"P10";"usa";"19301543";"334836";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-29";"P10";"usa";"19556927";"338561";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-30";"P10";"usa";"19740468";"342312";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2020-12-31";"P10";"usa";"19968087";"345737";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-01";"P10";"usa";"20128693";"347788";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-02";"P10";"usa";"20427780";"350186";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-03";"P10";"usa";"20636663";"351580";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-04";"P10";"usa";"20817140";"353483";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-05";"P10";"usa";"21046195";"357258";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-06";"P10";"usa";"21299340";"361123";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-07";"P10";"usa";"21574043";"365208";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-08";"P10";"usa";"21862773";"368773";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-09";"P10";"usa";"22132396";"372428";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-10";"P10";"usa";"22406747";"374322";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-11";"P10";"usa";"22613784";"376060";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-12";"P10";"usa";"22838110";"380670";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-13";"P10";"usa";"23071895";"384653";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-14";"P10";"usa";"23307232";"388533";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-15";"P10";"usa";"23524081";"391955";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-16";"P10";"usa";"23754315";"395785";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-17";"P10";"usa";"23933368";"397574";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-18";"P10";"usa";"24074658";"398981";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-19";"P10";"usa";"24246830";"401553";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-20";"P10";"usa";"24434283";"406001";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-21";"P10";"usa";"24627675";"410102";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-22";"P10";"usa";"24818779";"414004";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-23";"P10";"usa";"24991748";"417399";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-24";"P10";"usa";"25124948";"419208";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-25";"P10";"usa";"25293201";"420972";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-26";"P10";"usa";"25439570";"425119";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-27";"P10";"usa";"25598061";"429195";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-28";"P10";"usa";"25762726";"433067";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-29";"P10";"usa";"25929282";"436678";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-30";"P10";"usa";"26069046";"439439";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-01-31";"P10";"usa";"26185355";"441319";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-01";"P10";"usa";"26317540";"443205";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-02";"P10";"usa";"26431799";"446744";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-03";"P10";"usa";"26554792";"450681";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-04";"P10";"usa";"26676957";"455738";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-05";"P10";"usa";"26808328";"459403";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-06";"P10";"usa";"26916192";"462173";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-07";"P10";"usa";"27004715";"463437";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-08";"P10";"usa";"27094014";"464941";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-09";"P10";"usa";"27189761";"468103";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-10";"P10";"usa";"27285621";"471422";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-11";"P10";"usa";"27390465";"475291";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-12";"P10";"usa";"27490037";"480767";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-13";"P10";"usa";"27574201";"484200";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-14";"P10";"usa";"27639538";"485332";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-15";"P10";"usa";"27692967";"486321";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-16";"P10";"usa";"27753824";"487927";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-17";"P10";"usa";"27825043";"490447";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-18";"P10";"usa";"27896042";"493082";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-19";"P10";"usa";"28004315";"495693";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-20";"P10";"usa";"28076756";"497597";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-21";"P10";"usa";"28133699";"498883";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-22";"P10";"usa";"28188571";"500244";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-23";"P10";"usa";"28259987";"502594";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-24";"P10";"usa";"28334981";"505808";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-25";"P10";"usa";"28411273";"508127";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-26";"P10";"usa";"28486394";"510458";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-27";"P10";"usa";"28554465";"511994";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-02-28";"P10";"usa";"28605669";"513091";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-01";"P10";"usa";"28663108";"514522";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-02";"P10";"usa";"28718025";"516476";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-03";"P10";"usa";"28786045";"518345";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-04";"P10";"usa";"28825427";"520228";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-05";"P10";"usa";"28890034";"522761";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-06";"P10";"usa";"28952137";"524319";"0";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-07";"P10";"usa";"29063082";"525408";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-08";"P10";"usa";"29108096";"526132";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-09";"P10";"usa";"29165791";"527920";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-10";"P10";"usa";"29223730";"529474";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-11";"P10";"usa";"29286134";"531031";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-12";"P10";"usa";"29347338";"532591";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-13";"P10";"usa";"29400553";"534316";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-14";"P10";"usa";"29438775";"534888";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-15";"P10";"usa";"29495424";"535628";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-16";"P10";"usa";"29549003";"536914";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-17";"P10";"usa";"29607483";"538087";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-18";"P10";"usa";"29665679";"539698";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-19";"P10";"usa";"29729968";"541143";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-20";"P10";"usa";"29782753";"541914";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-21";"P10";"usa";"29818528";"542356";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-22";"P10";"usa";"29867689";"542888";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-23";"P10";"usa";"29921101";"543793";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-24";"P10";"usa";"30009773";"545237";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-25";"P10";"usa";"30079282";"546822";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-26";"P10";"usa";"30159966";"548087";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-27";"P10";"usa";"30218319";"548828";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-28";"P10";"usa";"30262123";"549335";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-29";"P10";"usa";"30331025";"550003";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-30";"P10";"usa";"30393001";"550967";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-03-31";"P10";"usa";"30459874";"552038";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-01";"P10";"usa";"30539175";"553120";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-02";"P10";"usa";"30608366";"554074";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-03";"P10";"usa";"30671844";"554779";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-04";"P10";"usa";"30706126";"555001";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-05";"P10";"usa";"30784405";"555597";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-06";"P10";"usa";"30846396";"556509";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-07";"P10";"usa";"30921976";"559109";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-08";"P10";"usa";"31001640";"560090";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-09";"P10";"usa";"31084065";"561058";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-10";"P10";"usa";"31150876";"561782";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-11";"P10";"usa";"31197511";"562066";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-12";"P10";"usa";"31267359";"562521";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-13";"P10";"usa";"31345312";"563440";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-14";"P10";"usa";"31421325";"564402";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-15";"P10";"usa";"31495164";"565283";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-16";"P10";"usa";"31575182";"566215";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-17";"P10";"usa";"31627701";"566893";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-18";"P10";"usa";"31669880";"567217";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-19";"P10";"usa";"31737347";"567690";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-20";"P10";"usa";"31792110";"568461";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-21";"P10";"usa";"31862080";"569401";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-22";"P10";"usa";"31928507";"570321";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-23";"P10";"usa";"31991750";"571197";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-24";"P10";"usa";"32044974";"571920";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-25";"P10";"usa";"32077075";"572200";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-26";"P10";"usa";"32124385";"572666";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-27";"P10";"usa";"32175049";"573378";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-28";"P10";"usa";"32229327";"574326";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-29";"P10";"usa";"32288689";"575193";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-04-30";"P10";"usa";"32345062";"575921";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-01";"P10";"usa";"32390294";"576722";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-02";"P10";"usa";"32421534";"577045";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-03";"P10";"usa";"32470920";"577500";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-04";"P10";"usa";"32512575";"578481";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-05";"P10";"usa";"32557440";"579276";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-06";"P10";"usa";"32604495";"580061";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-07";"P10";"usa";"32651036";"580886";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-08";"P10";"usa";"32686256";"581516";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-09";"P10";"usa";"32707641";"581754";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-10";"P10";"usa";"32743300";"582150";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-11";"P10";"usa";"32778374";"582834";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-12";"P10";"usa";"32814415";"583684";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-13";"P10";"usa";"32852871";"584487";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-14";"P10";"usa";"32894616";"585225";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-15";"P10";"usa";"32923842";"585708";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-16";"P10";"usa";"32940778";"585970";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-17";"P10";"usa";"32994339";"586359";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-18";"P10";"usa";"32996786";"587203";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-19";"P10";"usa";"33026290";"587867";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-20";"P10";"usa";"33056207";"588536";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-21";"P10";"usa";"33084800";"589222";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-22";"P10";"usa";"33104800";"589703";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-23";"P10";"usa";"33117656";"589893";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-24";"P10";"usa";"33143246";"590529";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-25";"P10";"usa";"33165820";"590925";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
"2021-05-26";"P10";"usa";"33190161";"591947";"";"Wikipedia page USA COVID-19 (agrégeant CDC et JDU)"
